CNTSTUID,AGE,RESILIENCE,COMPETE,GFOFAIL,HISEI,HEDRES,PARED,SCREADCOMP,SCREADDIFF,JOYREAD,STIMREAD,TMINS,ST188Q01HA,ST188Q02HA,ST188Q03HA,ST188Q06HA,ST188Q07HA,ST183Q01HA,ST183Q02HA,ST183Q03HA,reading_fluency,ST184Q01HA
55405931,15.67,0.4269,2.0054,-0.1748,73.91,1.1793,15,1.2374,-0.524,1.0123,-0.3335,1450,3,4,3,2,4,3,3,1,15,1
55407068,15.83,0.8092,2.0054,-1.2319,62.39,1.1793,12,1.8839,-1.8876,0.0329,2.0871,1500,4,4,2,3,4,2,1,2,16,4
55400535,15.83,1.6219,-2.345,-1.8939,86.72,1.1793,15,1.8839,-1.126,1.5482,-0.3302,1500,4,4,3,4,4,1,1,1,19,1
55404898,15.75,-0.8738,0.1956,-0.3799,70.89,-1.3835,10,-0.4419,0.795,-0.2704,-0.62,1800,3,3,3,2,2,2,2,3,15,3
55401164,15.67,-0.0328,-0.2047,1.8905,88.31,1.1793,15,0.1222,-0.524,0.1298,0.5441,NA,3,4,2,3,3,4,4,4,19,2
55406536,15.92,-0.9079,0.4352,0.8794,74.66,0.031,15,-0.4089,1.3215,1.1697,0.2751,1440,3,3,4,1,2,3,3,4,19,3
55401628,15.5,-0.5176,0.1956,1.0671,28.48,-1.3835,15,0.1222,-0.0697,-0.5262,0.1494,2520,3,3,3,2,3,4,3,4,14,3
55403028,15.92,-0.5787,-0.2047,1.8905,43.33,-1.9645,14,-0.4419,-0.1817,-0.6146,0.0236,2100,3,4,3,2,2,4,4,4,17,2
55404085,15.58,0.8021,-0.9792,1.8905,51.57,0.2646,15,-0.4419,0.409,-0.2704,0.1214,1500,3,3,4,3,4,4,4,4,16,1
55406192,16.17,-0.4684,-0.2047,1.8905,33.76,0.0477,14,-1.0985,1.2421,-0.6146,-0.62,1500,3,3,2,3,3,4,4,4,17,3
55405041,15.42,-0.0614,0.3709,-0.1748,26.64,-0.4903,10,0.1222,-1.8876,-0.3253,0.5102,500,3,3,3,3,3,3,3,1,17,4
55400399,15.75,-1.075,-1.2708,-0.4342,76.49,1.1793,15,-0.4089,0.9065,1.3493,-0.3644,1500,2,4,2,2,2,3,2,2,17,1
55403809,16.08,1.5527,0.1956,0.4637,65.12,1.1793,14,0.6994,-1.0064,-0.2008,0.4798,1350,4,4,4,3,4,3,3,3,19,1
55404795,15.67,-0.5176,0.1956,0.4637,62.39,1.1793,14,0.1222,0.3787,0.0995,0.2751,1500,3,3,3,2,3,3,3,3,19,2
55405922,16.17,-0.8469,-0.9792,0.052,43.33,-0.7412,12,0.1222,0.0755,-0.2704,-0.2622,NA,3,3,3,1,3,3,3,2,16,2
55401718,15.42,-0.0614,0.1956,0.4637,62.39,-0.3792,15,-0.5485,1.2421,-0.1707,0.5102,NA,3,3,3,3,3,3,3,3,11,3
55403274,15.67,-0.0614,-0.5707,0.4637,20.91,0.1806,12,0.1222,-0.0697,0.3568,0.8945,1375,3,3,3,3,3,3,3,3,18,2
55405730,15.42,0.4152,0.1956,1.8905,62.13,0.031,10,-1.0985,0.7693,-0.2704,2.0871,1375,3,3,3,4,3,4,4,4,19,4
55401051,16.08,-0.0328,-0.9792,-0.0288,31.08,0.0477,12,0.1222,-0.524,-0.275,0.1494,1500,3,4,2,3,3,4,2,3,19,2
55401617,16,-0.0614,0.1956,-0.13,25.95,-0.8449,10,-1.0985,0.9065,0.0495,0.2751,1500,3,3,3,3,3,2,3,2,18,2
55402402,15.33,-0.0614,1.1811,-0.2006,62.13,-0.3792,15,0.1222,1.3215,0.8942,1.5391,NA,3,3,3,3,3,3,2,3,16,2
55404347,15.75,-0.096,0.3709,-1.8939,28.48,-0.1357,10,-0.5485,0.409,-0.3875,0.0236,1375,3,4,3,2,3,1,1,1,19,3
55405984,16.08,0.3858,2.0054,-1.8939,22.57,-0.8243,10,1.8839,-0.1483,-1.9715,-0.3302,1250,3,4,3,3,3,1,1,1,17,2
55400694,16.17,-0.8109,NA,NA,68.55,0.7604,NA,NA,-0.0697,-0.4556,NA,1440,3,3,2,2,3,NA,NA,NA,18,3
55402797,15.33,-0.1433,0.571,0.4637,58.77,-1.7306,15,0.1919,1.1604,-0.9655,0.2432,1440,4,3,3,2,3,3,3,3,16,3
55404549,16.17,1.217,0.1956,0.4637,70.34,0.0477,10,0.1222,1.2421,0.0127,2.0871,1500,3,4,3,4,4,3,3,3,18,4
55406870,16,-0.5176,0.1956,0.4637,71.39,0.0477,15,0.1222,-0.524,0.0127,-1.7115,1740,3,3,3,2,3,3,3,3,15,2
55406602,15.33,-0.0614,0.7262,-0.1748,76.49,0.0477,12,-0.825,1.2421,-1.1538,-1.3412,NA,3,3,3,3,3,3,3,1,14,2
55407885,15.58,1.1777,-0.4112,1.8905,56.38,1.1793,14,0.6994,0.9065,0.0977,0.0205,2100,4,3,3,4,4,4,4,4,18,4
55406597,15.67,-0.1772,0.7871,1.8905,76.65,-0.1357,15,1.8839,-1.8876,1.7513,-1.6579,1500,4,4,3,1,3,4,4,4,16,1
55407493,15.5,-0.5176,0.1956,0.1097,61.91,-0.8449,12,0.1222,0.5082,-0.3377,-0.0073,1920,3,3,3,2,3,2,3,3,14,2
55400462,15.5,-0.8386,-0.8279,0.8207,21.13,1.1793,14,0.1222,0.9065,1.2316,0.5102,1400,3,3,2,3,2,4,3,3,12,3
55406608,15.58,-0.0328,-0.2661,1.1422,49.48,1.1793,NA,-0.7391,-0.0697,0.3568,-0.3302,1500,3,4,2,3,3,3,4,3,13,2
55406800,15.5,-0.8109,-0.5707,-1.1858,25.95,0.031,5.5,-0.4419,0.9065,-0.2388,0.0236,1400,3,3,2,2,3,1,1,3,18,3
55406991,15.83,NA,NA,-1.8939,33.76,0.5384,12,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,1,1,1,17,3
55403805,15.42,NA,0.1956,0.4637,20.91,1.1793,10,-1.0985,-0.0697,-0.2704,0.5102,NA,NA,NA,NA,NA,NA,3,3,3,12,2
55404514,15.67,-0.5176,-0.733,0.1097,65.12,-0.6853,15,0.6994,-1.8876,0.3266,1.3517,1500,3,3,3,2,3,2,3,3,18,2
55407479,16.17,NA,-0.2661,0.4637,51.56,-2.2894,12,-1.2042,0.8558,-0.853,-0.3644,NA,NA,NA,NA,NA,NA,3,3,3,19,NA
55401832,16.17,0.7396,0.1956,0.8207,62.13,0.0477,15,0.1222,-0.524,1.3493,0.5135,1250,3,4,4,3,3,4,3,3,15,1
55402364,15.83,-0.0136,-0.9792,-1.8939,58.77,-0.5813,14,0.1222,-0.0697,0.3568,-0.62,NA,2,4,3,3,3,1,1,1,17,4
55403845,15.83,NA,0.4978,1.8905,25.51,-1.3835,12,-0.7391,0.409,0.2363,-1.1882,NA,NA,NA,NA,NA,NA,4,4,4,18,3
55407085,15.92,1.5527,0.1956,0.4637,50.15,-0.1357,10,-0.4419,0.9065,-0.5753,0.5102,NA,4,4,4,3,4,3,3,3,11,4
55400538,15.33,-2.54,0.1956,1.8905,68.7,-1.2862,15,1.8839,-0.6311,1.2316,-2.3003,1500,2,1,1,1,1,4,4,4,16,1
55400901,16.17,-0.8579,0.7871,0.8794,81.4,1.1793,14,0.1222,0.9065,-0.0176,0.5102,1440,3,4,2,2,2,3,3,4,18,2
55404721,16,-0.4684,1.1811,0.4637,65.64,0.0477,15,0.6994,-0.0362,0.4627,0.2464,1375,3,3,2,3,3,3,3,3,17,2
55404836,16,1.5527,-0.2047,0.4637,73.71,0.0477,15,1.2374,-0.524,1.0781,2.0871,1440,4,4,4,3,4,3,3,3,17,2
55406450,16.08,1.1497,1.2643,0.8207,82.41,-0.1357,15,1.2374,0.0755,0.0127,0.6487,1440,4,4,3,3,4,4,3,3,19,2
55406685,15.33,0.4558,-2.345,-1.1597,26.64,1.1793,15,0.1222,0.409,0.3568,-0.2544,1375,3,3,3,3,4,1,2,1,5,2
55407557,15.75,NA,NA,NA,76.49,0.0477,15,-0.4419,-0.0697,0.0995,-0.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
55402089,15.58,0.3858,0.7871,-0.687,26.64,1.1793,10,0.6994,0.409,0.1984,-0.62,1800,3,4,3,3,3,2,2,2,19,4
55402127,15.75,0.3858,0.1956,-0.4342,39.02,0.0477,10,1.8839,-0.524,2.0787,2.0871,1500,3,4,3,3,3,3,2,2,17,1
55402607,15.83,-0.4684,-0.9792,-0.687,43.33,1.1793,10,-0.825,0.795,0.2694,0.0205,NA,3,3,2,3,3,2,2,2,18,2
55406908,15.83,-0.5176,-0.2661,0.8794,39.04,-0.6853,12,1.8839,-1.8876,2.0787,1.4931,NA,3,3,3,2,3,3,3,4,18,1
55406947,15.75,0.3858,1.1811,1.4083,24.98,1.1793,12,1.8839,-0.0362,1.5482,-0.3644,1375,3,4,3,3,3,3,4,4,14,1
55407423,15.5,-0.5176,-0.4112,-0.4342,68.55,-1.9183,10,0.1222,0.5082,0.3703,-2.3003,NA,3,3,3,2,3,3,2,2,16,2
55400331,15.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
55401449,15.58,-0.0614,0.7871,-0.7985,76.65,1.1793,15,1.8839,-0.0362,-0.7413,0.0817,1560,3,3,3,3,3,3,1,3,18,1
55405629,15.5,-0.096,0.7871,0.052,71.39,-0.4396,15,0.1222,-0.0697,0.638,-0.2069,1650,3,4,3,2,3,3,3,2,18,2
55403731,15.83,1.0615,0.7871,-0.4342,65.01,1.1793,15,1.8839,-1.0064,0.1499,0.5102,1500,4,4,4,3,3,3,2,2,16,1
55406343,15.5,0.8496,-1.7009,0.4637,NA,-0.4396,NA,0.1222,-1.126,-2.7114,-0.0999,1740,3,3,3,4,4,3,3,3,11,1
55401515,15.58,-0.4684,-0.9792,0.1097,23.8,-2.2417,12,-1.0985,1.2421,-0.2704,-0.2336,NA,3,3,2,3,3,2,3,3,17,2
55401930,16.08,0.7251,0.1956,0.4637,NA,1.1793,10,-0.4089,0.8812,0.2864,0.2432,2800,4,4,3,3,3,3,3,3,10,2
55405981,15.58,-0.0614,0.1956,0.4637,NA,-1.4924,12,0.1222,-0.0697,0.5572,-0.62,1750,3,3,3,3,3,3,3,3,18,1
55407633,15.75,-0.0614,-0.2661,-0.687,79.74,-1.0527,15,0.1222,-0.524,-0.1042,-0.0999,2450,3,3,3,3,3,2,2,2,15,2
55401407,15.42,-0.4171,0.6314,0.8207,NA,-0.4903,15,-1.8008,1.137,-0.2704,0.2783,NA,3,3,1,4,3,4,3,3,16,3
55402796,15.33,-0.8386,0.1956,0.1097,NA,0.0477,10,-0.849,0.3787,-1.0727,0.5102,1800,3,3,2,3,2,2,3,3,0,3
55403744,15.83,1.233,1.2643,-0.3009,86.72,-0.4396,15,-0.5485,0.3787,0.3762,0.2751,NA,2,4,4,4,4,1,3,2,13,1
55404169,16.08,-0.0614,1.2643,1.8905,68.54,1.1793,15,-0.825,0.409,0.1816,-0.3644,NA,3,3,3,3,3,4,4,4,16,2
55405338,15.75,-0.0614,-0.5707,0.8794,59.89,-0.4396,12,0.1222,-1.0064,0.5572,-0.6537,1500,3,3,3,3,3,3,3,4,16,2
55402259,16.08,1.1262,0.6314,0.5949,25.95,0.0477,10,-1.4704,1.2421,-1.9715,0.4798,1500,3,4,4,4,3,2,3,4,16,1
55402414,15.33,-0.0614,0.1956,1.4083,75.13,0.2646,10,0.1222,0.409,0.2694,-0.3644,1350,3,3,3,3,3,3,4,4,17,3
55406987,15.58,-1.0884,0.4352,1.8905,58.07,0.0477,15,0.6994,-0.0362,1.4205,-0.6914,1500,2,3,3,2,2,4,4,4,15,2
55407994,16.08,-0.0328,1.1811,1.8905,71.39,1.1793,15,-1.0985,2.101,0.391,-0.62,2580,3,4,2,3,3,4,4,4,13,2
55400732,16,2.3693,-0.733,0.4637,20.95,1.1793,10,-1.2042,2.101,-2.7114,-0.62,1500,4,4,4,4,4,3,3,3,17,1
55401789,15.67,-0.5782,0.4352,0.8207,43.33,1.1793,12,0.1222,-0.0697,2.6131,-0.0042,1500,4,3,3,1,3,4,3,3,19,2
55406492,15.33,-0.4759,2.0054,-1.8939,17,0.031,15,1.0657,-1.8876,-1.7421,0.5102,1500,2,2,4,3,3,1,1,1,17,2
55407247,16.17,-0.8109,-0.2661,0.4637,24.98,-1.0752,12,-1.0985,1.6792,-1.1538,-0.62,NA,3,3,2,2,3,3,3,3,15,2
55405171,15.33,-1.0746,-0.2661,1.3423,86.72,-0.4903,14,-0.4419,0.7693,0.0828,0.2751,1375,3,3,2,1,3,4,4,3,14,2
55405830,16.08,0.7728,0.7262,-0.6133,58.77,-0.4903,15,-0.4089,1.2421,-0.2875,0.1494,1320,4,4,2,4,3,1,2,3,18,1
55401749,15.67,-0.5536,-0.6888,0.1097,59.76,0.0477,14,0.6994,0.3787,1.5998000000000001,0.5135,1440,3,3,3,3,2,2,3,3,17,2
55402693,15.83,NA,NA,NA,32.2,-1.0752,10,-0.7391,1.5959,1.2374,0.4764,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
55403475,16.25,-0.0614,-0.2661,-0.3799,41.27,-1.0571,NA,-0.849,-1.8876,-1.1538,0.7551,2400,3,3,3,3,3,2,2,3,18,3
55400328,16.17,-0.5782,0.3709,-0.2459,51.56,-0.4396,10,0.6632,1.9635,-1.9715,0.378,1440,4,3,3,1,3,4,2,2,18,2
55400522,15.42,0.6769,0.849,1.8905,79.49,0.0268,15,1.2374,-0.524,2.6131,1.0419,1375,4,4,4,2,3,4,4,4,15,2
55406144,15.5,-0.7997,-0.2661,1.8905,50.15,-1.1878,14,-0.4419,1.1604,1.01,-1.2261,1500,2,3,3,2,3,4,4,4,17,2
55403302,16,-0.0614,0.1956,-0.687,NA,1.1793,NA,-0.4089,0.409,0.3568,0.5102,1560,3,3,3,3,3,2,2,2,18,2
55406528,15.75,1.6219,1.1811,-1.1597,51.56,0.031,12,-1.0985,-0.0362,-0.0721,0.4764,1560,4,4,3,4,4,1,2,1,12,1
55400379,16.08,-0.0614,-0.2047,0.052,38.58,0.0477,14,0.8214,-0.0362,1.2316,-0.62,1500,3,3,3,3,3,3,3,2,16,2
55405277,15.25,0.7251,-0.9792,-1.8939,57,1.1793,14,-0.1056,0.409,-2.7114,-0.9225,2100,4,4,3,3,3,1,1,1,16,1
55406197,15.83,-0.0328,-0.5707,1.8905,43.33,-0.4903,14,0.1222,0.409,0.0995,0.4764,NA,3,4,2,3,3,4,4,4,18,1
55400633,15.83,-0.0614,0.1956,0.4637,24.09,-1.7306,15,-0.849,-0.0697,-0.2704,0.5102,NA,3,3,3,3,3,3,3,3,11,3
55404589,15.92,0.7872,0.7871,-1.2319,70.4,1.1793,15,0.1222,0.8207,0.205,-0.2288,NA,3,4,3,4,3,2,1,2,19,1
55404856,15.42,-1.0721,1.1811,0.4637,62.13,-0.3792,12,0.1222,1.2421,-0.0881,-0.6163,NA,2,2,3,3,2,3,3,3,14,2
55405296,15.75,-0.0614,-0.9792,0.4637,22.77,0.2646,NA,0.1222,0.409,0.7396,-0.62,1440,3,3,3,3,3,3,3,3,15,2
55407965,15.67,0.8092,-0.8705,-1.8939,51.56,1.1793,12,1.2374,-1.126,-0.0493,-0.6237,NA,4,4,2,3,4,1,1,1,12,1
55400239,16,NA,NA,NA,43.85,-0.8449,12,-0.4419,0.795,-0.2204,0.2464,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
55400352,16.25,-1.4832,-2.345,-1.8939,24.53,-1.0118,10,0.1222,0.9065,NA,NA,NA,2,2,2,2,2,1,1,1,18,NA
55401840,16.25,0.0501,-0.2661,-0.687,57.37,-0.8449,15,0.1222,-0.6311,0.2363,0.891,NA,3,3,2,3,4,2,2,2,16,2
55404928,15.83,-0.5176,0.1956,-0.687,43.33,0.0477,12,0.1222,-0.0697,-0.2875,-0.3302,NA,3,3,3,2,3,2,2,2,18,2
55405722,15.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA
55407124,15.83,-0.0614,-1.1309,0.4637,NA,1.1793,12,0.1222,1.2421,0.428,-0.2336,1400,3,3,3,3,3,3,3,3,19,3
55400856,15.58,0.3611,0.1956,0.5949,68.54,-0.8243,15,0.1222,0.409,-0.9609,1.0419,1250,3,3,4,3,3,2,3,4,16,2
55404519,16.25,-0.4684,1.2643,-0.6133,19.78,-1.5164,12,0.1222,-0.1817,-1.3158,-0.62,1500,3,3,2,3,3,1,2,3,15,3
55404776,16.08,-0.0614,1.1811,1.8905,37.59,-0.8947,10,0.1222,0.409,-0.4556,-0.6163,NA,3,3,3,3,3,4,4,4,16,3
55405807,15.42,-0.0614,1.1811,0.4637,63.03,0.1806,15,-0.849,1.2421,-0.6483,-0.0716,NA,3,3,3,3,3,3,3,3,17,3
55405909,15.5,-0.4684,0.1956,-1.8939,82.41,-1.1827,10,-0.4419,0.409,-0.1042,-0.3335,NA,3,3,2,3,3,1,1,1,16,1
55406445,16,-0.0129,-0.2661,-0.3799,65.12,-0.5813,12,-0.849,1.5959,-0.8812,0.4798,NA,3,3,3,2,4,2,2,3,17,3
55406777,16,-0.0328,-0.5707,0.0208,23.8,1.1793,12,0.1222,0.409,0.5572,0.2751,NA,3,4,2,3,3,3,2,4,16,4
55403162,16.08,-0.8113,-0.2661,-0.4342,76.65,-0.4396,15,1.2374,-0.524,0.5572,-0.103,1380,2,4,2,3,2,3,2,2,16,2
55403326,15.92,0.4314,0.849,1.8905,18.08,-2.4403,12,-0.4089,0.1856,-0.3026,-0.3335,2160,2,3,4,4,3,4,4,4,13,3
55403576,16,-1.4832,-0.9792,-0.687,65.64,-1.6618,10,-1.4704,0.5082,-0.9016,-1.2261,1320,2,2,2,2,2,2,2,2,19,2
55404568,15.42,-0.0614,-0.6888,0.0208,NA,1.1793,10,-0.5485,-0.0697,-0.5262,0.5102,NA,3,3,3,3,3,3,2,4,18,3
55400130,16.08,1.1268,0.7871,-1.8939,65.12,1.1793,12,1.8839,-1.8876,-0.2388,0.2783,1375,4,3,4,3,4,1,1,1,16,2
55407071,16.08,-0.8273,-0.8705,-0.13,82.41,-1.1123,15,-0.7133,-0.556,0.9011,0.5102,1375,3,2,3,2,3,2,3,2,15,1
55400433,15.92,0.3858,-0.8705,0.0208,49.48,1.1793,12,-1.0985,0.8207,0.8628,0.4798,1500,3,4,3,3,3,3,2,4,17,1
55401425,16,-1.0677,-1.7009,1.8905,59.89,1.1793,15,-2.4403,1.137,-1.4526,0.2464,NA,3,3,1,3,2,4,4,4,17,3
55401569,15.83,-0.1769,2.0054,1.1422,18.08,1.1793,NA,-0.4089,0.7067,1.3468,2.0871,NA,3,3,NA,3,3,3,4,3,11,3
55400160,16,-0.4684,0.1956,-0.4342,74.66,0.0477,15,0.1222,0.5082,0.3568,-0.9225,1350,3,3,2,3,3,3,2,2,17,2
55402397,15.58,0.3858,0.1956,1.8905,75.54,1.1793,15,-0.849,1.137,-0.5753,0.2432,1350,3,4,3,3,3,4,4,4,17,4
55404461,16.08,0.3858,-0.9792,-0.687,68.55,1.1793,15,0.1222,-0.0697,0.0127,1.4931,1650,3,4,3,3,3,2,2,2,19,3
55404780,16.25,1.233,2.0054,-1.8939,62.39,1.1793,10,-2.4403,0.1856,-1.3532,-1.6579,1650,2,4,4,4,4,1,1,1,13,1
55405898,16.08,-1.7374,-0.6888,1.8905,68.54,-0.4903,10,0.1222,0.409,0.638,2.0871,1620,3,3,1,1,1,4,4,4,14,4
55406556,15.5,-1.1916,2.0054,0.1097,76.98,1.1793,12,-0.7391,2.7752,-0.7637,0.0515,1500,NA,4,1,2,2,2,3,3,18,1
55400312,16.08,-0.0614,1.2643,-0.687,88.7,1.1793,15,1.2374,-0.0362,2.0787,0.7904,1375,3,3,3,3,3,2,2,2,19,2
55400411,15.75,-0.0614,-0.5707,-0.3799,19.66,-0.4396,15,0.1222,0.9065,-0.8353,0.2464,1500,3,3,3,3,3,2,2,3,17,2
55401055,15.92,-0.4909,-0.2661,-1.4242,55.25,0.7604,10,-0.825,0.5082,-2.7114,-1.7115,1925,3,2,3,3,3,1,1,2,19,1
